kBf=2280.15,kBr=0.046709999999999995,kcatE=5.328,kdEf=0.1958,kdEr=83.6,kdp=367.78000000000003,kdpERK=1.6211,kdpMEK=4.317950000000001,kdpR1=28.1,kdpSOS=0.037211,kdR1f=1.9012499999999999,kdR1r=22.27,kEf=116875.0,kEr=3.24,kfpBr=15.960000000000003,kfpR1r=0.10300000000000001,kG2f=3.2600000000000002,kG2r=14485.5,kG2SOSf=0.9842,kG2SOSr=424.08,kiBf=1.2877e-12,kiBr=5.382,kiR1f=1.258e-5,kiR1r=1.2760000000000002,Kmgneslow=216300.0,knfpBR1=3.52425e-12,knfpiBr=14.28,knfpiR1r=0.10787999999999999,knfpSOS=3.332e-5,kpERK=2.2619999999999997e-6,kpMEK=0.00037365,kpR1=4236.5,kR1f=0.00025652499999999996,kR1r=313.26,kRgneslow=4.3125,kRhydro=0.2439,kSoff=48.832,kSon=149.99,kSOSf=0.00048024000000000005,kSOSr=16.426
kBf=2223.85,kBr=0.127155,kcatE=60.939,kdEf=7.19565,kdEr=21.279999999999998,kdp=266.77000000000004,kdpERK=0.16965000000000002,kdpMEK=3.3726000000000003,kdpR1=88.515,kdpSOS=0.040141,kdR1f=4.6312500000000005,kdR1r=72.05000000000001,kEf=67500.0,kEr=139.32,kfpBr=51.870000000000005,kfpR1r=0.17510000000000003,kG2f=0.42380000000000007,kG2r=22477.5,kG2SOSf=0.73815,kG2SOSr=170.81,kiBf=3.8710000000000004e-13,kiBr=4.446,kiR1f=1.1765999999999999e-5,kiR1r=1.4080000000000004,Kmgneslow=486675.0,knfpBR1=1.8669e-12,knfpiBr=63.24000000000001,knfpiR1r=0.038279999999999995,knfpSOS=4.1552e-5,kpERK=9.512e-6,kpMEK=8.745000000000001e-5,kpR1=6984.5,kR1f=2.8134999999999994e-5,kR1r=231.54,kRgneslow=52.6125,kRhydro=0.79945,kSoff=11.772000000000002,kSon=185.365,kSOSf=0.00021528,kSOSr=4.1065000000000005
kBf=3659.5,kBr=0.15483499999999997,kcatE=45.620999999999995,kdEf=8.85995,kdEr=132.24,kdp=458.43000000000006,kdpERK=3.3176,kdpMEK=3.75585,kdpR1=141.905,kdpSOS=0.047759,kdR1f=8.72625,kdR1r=73.36,kEf=65000.0,kEr=95.04,kfpBr=12.502000000000002,kfpR1r=0.2987,kG2f=4.9226,kG2r=24975.0,kG2SOSf=1.3726999999999998,kG2SOSr=553.66,kiBf=7.821e-13,kiBr=13.494,kiR1f=1.4800000000000002e-6,kiR1r=1.0670000000000002,Kmgneslow=360500.0,knfpBR1=2.7051e-12,knfpiBr=89.25,knfpiR1r=0.16704,knfpSOS=5.723199999999999e-5,kpERK=2.8999999999999993e-6,kpMEK=0.0014309999999999998,kpR1=16488.0,kR1f=0.00017542999999999997,kR1r=658.3000000000001,kRgneslow=10.062499999999998,kRhydro=0.9349500000000001,kSoff=67.58000000000001,kSon=241.96500000000003,kSOSf=0.00018216,kSOSr=13.6565
kBf=3490.6000000000004,kBr=0.16175499999999998,kcatE=20.646,kdEf=9.594199999999999,kdEr=66.11999999999999,kdp=10.36,kdpERK=1.131,kdpMEK=3.1937500000000005,kdpR1=12.645,kdpSOS=0.024026,kdR1f=6.5325,kdR1r=130.345,kEf=47500.0,kEr=8.64,kfpBr=28.462000000000003,kfpR1r=0.14214000000000002,kG2f=4.7922,kG2r=1665.0,kG2SOSf=2.3698499999999996,kG2SOSr=506.53999999999996,kiBf=5.846000000000001e-13,kiBr=1.7160000000000002,kiR1f=7.030000000000001e-6,kiR1r=2.1780000000000004,Kmgneslow=652505.0,knfpBR1=1.3525500000000001e-12,knfpiBr=83.13,knfpiR1r=0.07569000000000001,knfpSOS=5.095999999999999e-5,kpERK=6.785999999999999e-6,kpMEK=0.000795,kpR1=17175.0,kR1f=0.00028300499999999996,kR1r=453.99999999999994,kRgneslow=8.624999999999998,kRhydro=0.5149,kSoff=31.828000000000003,kSon=212.25000000000003,kSOSf=1.932e-5,kSOSr=10.314
kBf=3631.3500000000004,kBr=0.16521499999999997,kcatE=65.268,kdEf=2.7411999999999996,kdEr=137.56,kdp=279.72,kdpERK=0.1508,kdpMEK=4.26685,kdpR1=77.275,kdpSOS=0.035746,kdR1f=6.28875,kdR1r=123.14,kEf=43750.0,kEr=141.48,kfpBr=16.758000000000003,kfpR1r=0.13596000000000003,kG2f=0.6194000000000001,kG2r=30969.0,kG2SOSf=0.6216,kG2SOSr=427.025,kiBf=3.239e-13,kiBr=0.8580000000000001,kiR1f=1.3912000000000002e-5,kiR1r=0.8030000000000002,Kmgneslow=594825.0,knfpBR1=3.7338e-12,knfpiBr=24.48,knfpiR1r=0.09483,knfpSOS=2.3128000000000003e-5,kpERK=6.9599999999999994e-6,kpMEK=0.00010334999999999999,kpR1=12137.0,kR1f=0.00018204999999999998,kR1r=894.38,kRgneslow=47.4375,kRhydro=0.1897,kSoff=68.016,kSon=9.905000000000001,kSOSf=0.0002484,kSOSr=4.6795
kBf=1604.55,kBr=0.14185999999999999,kcatE=35.297999999999995,kdEf=8.4194,kdEr=73.71999999999998,kdp=46.620000000000005,kdpERK=2.3374,kdpMEK=4.21575,kdpR1=258.52,kdpSOS=0.015822,kdR1f=4.5825,kdR1r=60.915,kEf=33750.0,kEr=89.64,kfpBr=19.418000000000003,kfpR1r=0.3357800000000001,kG2f=4.401000000000001,kG2r=16983.0,kG2SOSf=2.21445,kG2SOSr=365.17999999999995,kiBf=7.979000000000002e-13,kiBr=14.040000000000001,kiR1f=9.62e-7,kiR1r=0.4290000000000001,Kmgneslow=165830.0,knfpBR1=2.5336500000000002e-12,knfpiBr=38.760000000000005,knfpiR1r=0.12527999999999997,knfpSOS=1.9600000000000002e-5,kpERK=8.119999999999998e-6,kpMEK=0.0012004499999999998,kpR1=15457.5,kR1f=0.00027803999999999996,kR1r=308.71999999999997,kRgneslow=49.45,kRhydro=1.2195,kSoff=79.352,kSon=41.035,kSOSf=3.0360000000000004e-5,kSOSr=2.8649999999999998
kBf=5235.9,kBr=0.12975,kcatE=26.64,kdEf=5.2376499999999995,kdEr=138.32,kdp=7.77,kdpERK=2.09235,kdpMEK=4.62455,kdpR1=172.815,kdpSOS=0.012306,kdR1f=7.84875,kdR1r=66.155,kEf=32500.0,kEr=47.52000000000001,kfpBr=27.930000000000007,kfpR1r=0.25956,kG2f=5.5746,kG2r=30636.0,kG2SOSf=2.5382,kG2SOSr=250.32500000000005,kiBf=1.4457e-12,kiBr=11.310000000000002,kiR1f=1.3542e-5,kiR1r=1.1330000000000002,Kmgneslow=126175.0,knfpBR1=3.1623e-12,knfpiBr=43.86,knfpiR1r=0.01305,knfpSOS=6.977599999999999e-5,kpERK=1.5079999999999998e-6,kpMEK=0.00112095,kpR1=15228.5,kR1f=0.00016219,kR1r=676.46,kRgneslow=57.2125,kRhydro=2.5474,kSoff=64.964,kSon=93.39,kSOSf=0.00039192000000000003,kSOSr=18.526999999999997
kBf=900.8,kBr=0.10206999999999998,kcatE=7.326,kdEf=5.1887,kdEr=98.03999999999999,kdp=406.63000000000005,kdpERK=1.03675,kdpMEK=4.47125,kdpR1=165.79000000000002,kdpSOS=0.026956,kdR1f=8.53125,kdR1r=68.775,kEf=42500.0,kEr=96.12,kfpBr=32.452000000000005,kfpR1r=0.026779999999999998,kG2f=6.4874,kG2r=5994.0,kG2SOSf=2.3957499999999996,kG2SOSr=344.56500000000005,kiBf=5.135000000000001e-13,kiBr=13.182000000000002,kiR1f=3.4040000000000004e-6,kiR1r=1.4960000000000002,Kmgneslow=551565.0,knfpBR1=1.77165e-12,knfpiBr=68.34,knfpiR1r=0.053939999999999995,knfpSOS=7.0952e-5,kpERK=1.1367999999999999e-5,kpMEK=3.975e-5,kpR1=11908.0,kR1f=6.950999999999998e-5,kR1r=372.2799999999999,kRgneslow=8.912499999999998,kRhydro=0.66395,kSoff=14.388,kSon=52.355000000000004,kSOSf=0.00017388,kSOSr=8.595
kBf=4532.15,kBr=0.11936999999999998,kcatE=14.985,kdEf=1.2727000000000002,kdEr=79.79999999999998,kdp=106.19000000000003,kdpERK=2.1866,kdpMEK=4.8034,kdpR1=153.14499999999998,kdpSOS=0.042778000000000004,kdR1f=7.02,kdR1r=48.470000000000006,kEf=19375.0,kEr=119.88000000000001,kfpBr=2.394,kfpR1r=0.12772,kG2f=0.9454000000000001,kG2r=11988.0,kG2SOSf=2.1885499999999998,kG2SOSr=477.09000000000003,kiBf=1.1297000000000001e-12,kiBr=3.9780000000000006,kiR1f=6.068000000000001e-6,kiR1r=2.123,Kmgneslow=100940.0,knfpBR1=3.6957e-12,knfpiBr=42.84,knfpiR1r=0.05915999999999999,knfpSOS=4.703999999999999e-6,kpERK=2.5519999999999995e-6,kpMEK=0.00034185,kpR1=5610.5,kR1f=0.00016880999999999995,kR1r=599.28,kRgneslow=37.6625,kRhydro=1.8699000000000001,kSoff=71.94,kSon=31.130000000000003,kSOSf=0.00021804,kSOSr=9.932
kBf=2336.4500000000003,kBr=0.04238499999999999,kcatE=46.287,kdEf=0.14685,kdEr=66.88,kdp=455.84000000000003,kdpERK=3.6946,kdpMEK=0.48545000000000005,kdpR1=275.38,kdpSOS=0.014942999999999998,kdR1f=6.922499999999999,kdR1r=131.0,kEf=107500.0,kEr=25.92,kfpBr=10.906,kfpR1r=0.26162,kG2f=2.608,kG2r=32634.0,kG2SOSf=2.0979,kG2SOSr=85.405,kiBf=1.343e-12,kiBr=9.750000000000002,kiR1f=5.698e-6,kiR1r=0.14300000000000002,Kmgneslow=511910.0,knfpBR1=2.2098e-12,knfpiBr=79.05,knfpiR1r=0.03132,knfpSOS=1.3327999999999998e-5,kpERK=8.351999999999999e-6,kpMEK=0.0015741,kpR1=3664.0,kR1f=0.00012908999999999997,kR1r=295.09999999999997,kRgneslow=12.362499999999997,kRhydro=2.3983499999999998,kSoff=9.591999999999999,kSon=36.79,kSOSf=0.00023184,kSOSr=9.836500000000001
kBf=3068.3500000000004,kBr=0.11850499999999997,kcatE=63.93599999999999,kdEf=9.447349999999998,kdEr=93.47999999999999,kdp=471.38000000000005,kdpERK=0.1131,kdpMEK=3.9858,kdpR1=205.13,kdpSOS=0.024905,kdR1f=0.24375,kdR1r=33.405,kEf=110000.0,kEr=31.32,kfpBr=7.448000000000001,kfpR1r=0.10918,kG2f=3.2274000000000003,kG2r=1498.5,kG2SOSf=1.5669499999999998,kG2SOSr=521.265,kiBf=1.3904000000000002e-12,kiBr=3.5880000000000005,kiR1f=1.0138e-5,kiR1r=0.09900000000000002,Kmgneslow=356895.0,knfpBR1=2.8575e-13,knfpiBr=59.16000000000001,knfpiR1r=0.049589999999999995,knfpSOS=6.5856e-5,kpERK=6.322e-6,kpMEK=0.0012402,kpR1=11793.5,kR1f=8.605999999999997e-5,kR1r=254.24,kRgneslow=46.287499999999994,kRhydro=2.5745,kSoff=4.36,kSon=226.4,kSOSf=0.0002898,kSOSr=5.2524999999999995
kBf=2899.45,kBr=0.11677499999999998,kcatE=60.272999999999996,kdEf=4.111800000000001,kdEr=60.04,kdp=25.900000000000002,kdpERK=2.39395,kdpMEK=1.8140500000000002,kdpR1=129.26,kdpSOS=0.026663,kdR1f=3.9487500000000004,kdR1r=99.56,kEf=36250.0,kEr=68.03999999999999,kfpBr=23.94,kfpR1r=0.29046000000000005,kG2f=5.248600000000001,kG2r=25141.5,kG2SOSf=2.03315,kG2SOSr=167.865,kiBf=1.3114e-12,kiBr=15.522000000000002,kiR1f=7.622e-6,kiR1r=1.078,Kmgneslow=483070.0,knfpBR1=3.18135e-12,knfpiBr=72.42,knfpiR1r=0.032189999999999996,knfpSOS=1.2152e-5,kpERK=1.102e-6,kpMEK=0.0009619499999999999,kpR1=16259.0,kR1f=0.00020521999999999996,kR1r=508.47999999999996,kRgneslow=6.0375000000000005,kRhydro=2.31705,kSoff=41.856,kSon=234.89000000000004,kSOSf=0.00046644000000000004,kSOSr=9.2635
kBf=2871.3,kBr=0.06746999999999999,kcatE=19.98,kdEf=0.3916,kdEr=3.8,kdp=38.85,kdpERK=0.4147,kdpMEK=1.2264,kdpR1=245.87500000000003,kdpSOS=0.044829,kdR1f=3.2175000000000002,kdR1r=26.854999999999997,kEf=92500.0,kEr=201.96,kfpBr=15.162,kfpR1r=0.22248000000000004,kG2f=4.5314000000000005,kG2r=6327.0,kG2SOSf=2.4087,kG2SOSr=297.445,kiBf=8.690000000000001e-14,kiBr=2.3400000000000003,kiR1f=5.402000000000001e-6,kiR1r=0.37400000000000005,Kmgneslow=364105.0,knfpBR1=1.8288e-12,knfpiBr=45.39000000000001,knfpiR1r=0.15225,knfpSOS=1.176e-6,kpERK=5.336e-6,kpMEK=0.00155025,kpR1=18892.5,kR1f=0.000302865,kR1r=422.21999999999997,kRgneslow=20.412499999999998,kRhydro=2.28995,kSoff=43.6,kSon=21.225,kSOSf=0.00022908,kSOSr=11.5555
kBf=140.75,kBr=0.032869999999999996,kcatE=64.269,kdEf=4.0139,kdEr=77.51999999999998,kdp=388.5,kdpERK=1.2441,kdpMEK=1.1242,kdpR1=254.305,kdpSOS=0.015235999999999998,kdR1f=5.60625,kdR1r=112.66,kEf=76875.0,kEr=174.96,kfpBr=16.226,kfpR1r=0.01648,kG2f=5.5094,kG2r=12654.0,kG2SOSf=1.3338499999999998,kG2SOSr=450.585,kiBf=1.0981e-12,kiBr=12.246000000000002,kiR1f=8.806e-6,kiR1r=1.8590000000000002,Kmgneslow=338870.0,knfpBR1=3.63855e-12,knfpiBr=10.71,knfpiR1r=0.15833999999999998,knfpSOS=2.8616e-5,kpERK=3.1319999999999994e-6,kpMEK=0.0009063,kpR1=9389.0,kR1f=0.00025487,kR1r=690.08,kRgneslow=18.4,kRhydro=2.4932,kSoff=78.48,kSon=249.04000000000002,kSOSf=0.00017111999999999997,kSOSr=3.7244999999999995
kBf=2702.4,kBr=0.026814999999999995,kcatE=51.28199999999999,kdEf=5.4824,kdEr=114.75999999999998,kdp=416.99,kdpERK=2.6578500000000003,kdpMEK=0.53655,kdpR1=60.415,kdpSOS=0.014357,kdR1f=7.458749999999999,kdR1r=35.370000000000005,kEf=101875.0,kEr=108.0,kfpBr=35.11200000000001,kfpR1r=0.39758,kG2f=4.238,kG2r=31135.5,kG2SOSf=0.6345500000000001,kG2SOSr=282.72,kiBf=5.293000000000001e-13,kiBr=2.652,kiR1f=1.3690000000000001e-5,kiR1r=2.057,Kmgneslow=90125.0,knfpBR1=6.477000000000001e-13,knfpiBr=46.92000000000001,knfpiR1r=0.007829999999999998,knfpSOS=9.016e-6,kpERK=1.0846e-5,kpMEK=0.00026235,kpR1=9160.0,kR1f=0.00028466,kR1r=794.5000000000001,kRgneslow=45.712500000000006,kRhydro=2.26285,kSoff=69.76,kSon=257.53000000000003,kSOSf=0.00035328,kSOSr=13.465499999999999
kBf=337.8,kBr=0.10379999999999999,kcatE=41.958,kdEf=0.2937,kdEr=31.919999999999998,kdp=36.260000000000005,kdpERK=2.95945,kdpMEK=4.93115,kdpR1=202.32000000000002,kdpSOS=0.048638,kdR1f=8.775,kdR1r=43.230000000000004,kEf=61875.0,kEr=116.64,kfpBr=30.856000000000005,kfpR1r=0.06592,kG2f=3.7164000000000006,kG2r=15817.5,kG2SOSf=0.9324,kG2SOSr=315.115,kiBf=1.4141e-12,kiBr=5.46,kiR1f=5.328000000000001e-6,kiR1r=0.9350000000000002,Kmgneslow=162225.0,knfpBR1=7.0485e-13,knfpiBr=18.36,knfpiR1r=0.07482,knfpSOS=7.4872e-5,kpERK=4.1759999999999995e-6,kpMEK=0.0013753499999999998,kpR1=16030.0,kR1f=0.00023500999999999993,kR1r=258.78,kRgneslow=32.2,kRhydro=1.3549999999999998,kSoff=30.956000000000003,kSon=251.87000000000003,kSOSf=0.000552,kSOSr=15.28
kBf=422.24999999999994,kBr=0.1384,kcatE=28.638,kdEf=9.4963,kdEr=86.63999999999999,kdp=191.66000000000003,kdpERK=2.7144,kdpMEK=2.93825,kdpR1=5.620000000000001,kdpSOS=0.007617999999999999,kdR1f=9.165000000000001,kdR1r=19.65,kEf=31875.0,kEr=135.0,kfpBr=41.230000000000004,kfpR1r=0.047380000000000005,kG2f=4.3684,kG2r=3496.5,kG2SOSf=2.1626499999999997,kG2SOSr=212.04000000000002,kiBf=2.6070000000000004e-13,kiBr=3.4320000000000004,kiR1f=4.884e-6,kiR1r=2.0020000000000002,Kmgneslow=620060.0,knfpBR1=5.715e-13,knfpiBr=41.31,knfpiR1r=0.10179,knfpSOS=4.978399999999999e-5,kpERK=5.046e-6,kpMEK=0.00015900000000000002,kpR1=1946.5,kR1f=0.00018866999999999997,kR1r=644.68,kRgneslow=2.3,kRhydro=1.4905,kSoff=81.096,kSon=144.33,kSOSf=0.00025392000000000004,kSOSr=8.881499999999999
kBf=2083.1,kBr=0.012109999999999998,kcatE=12.654,kdEf=4.2097,kdEr=9.879999999999999,kdp=142.45000000000002,kdpERK=3.3741499999999998,kdpMEK=4.52235,kdpR1=210.75000000000003,kdpSOS=0.028421,kdR1f=2.7300000000000004,kdR1r=7.860000000000001,kEf=93750.0,kEr=154.44,kfpBr=42.82600000000001,kfpR1r=0.0412,kG2f=3.3252,kG2r=7492.5,kG2SOSf=2.1496999999999997,kG2SOSr=244.435,kiBf=1.1218000000000001e-12,kiBr=1.794,kiR1f=8.288e-6,kiR1r=0.7590000000000001,Kmgneslow=25235.0,knfpBR1=1.5621000000000002e-12,knfpiBr=66.81,knfpiR1r=0.045239999999999995,knfpSOS=6.624799999999999e-5,kpERK=3.3639999999999995e-6,kpMEK=0.0010811999999999998,kpR1=11335.5,kR1f=0.00021514999999999997,kR1r=286.02,kRgneslow=25.587499999999995,kRhydro=2.3577,kSoff=3.4880000000000004,kSon=158.48000000000002,kSOSf=0.00035052,kSOSr=12.5105
kBf=1773.45,kBr=0.10639499999999999,kcatE=17.316,kdEf=1.0769,kdEr=31.159999999999997,kdp=220.15000000000003,kdpERK=1.885,kdpMEK=4.3690500000000005,kdpR1=276.785,kdpSOS=0.023146999999999997,kdR1f=6.19125,kdR1r=79.91,kEf=95625.0,kEr=159.84,kfpBr=36.708,kfpR1r=0.08652,kG2f=1.4996,kG2r=15984.0,kG2SOSf=1.8648,kG2SOSr=480.035,kiBf=1.0428000000000002e-12,kiBr=0.39,kiR1f=1.332e-5,kiR1r=1.7930000000000004,Kmgneslow=248745.0,knfpBR1=9.525e-14,knfpiBr=86.19,knfpiR1r=0.12354,knfpSOS=1.2543999999999999e-5,kpERK=7.0179999999999996e-6,kpMEK=0.0008109,kpR1=13969.0,kR1f=0.00014232999999999997,kR1r=889.8399999999999,kRgneslow=42.2625,kRhydro=0.23035,kSoff=34.008,kSon=278.755,kSOSf=0.00019044,kSOSr=9.55
kBf=1069.6999999999998,kBr=0.08476999999999997,kcatE=60.605999999999995,kdEf=2.00695,kdEr=123.11999999999999,kdp=499.87000000000006,kdpERK=2.262,kdpMEK=3.0149,kdpR1=108.185,kdpSOS=0.037504,kdR1f=4.875,kdR1r=32.095,kEf=13750.0,kEr=32.400000000000006,kfpBr=32.98400000000001,kfpR1r=0.16274000000000002,kG2f=4.5966000000000005,kG2r=9657.0,kG2SOSf=1.95545,kG2SOSr=232.65500000000003,kiBf=9.401e-13,kiBr=15.600000000000001,kiR1f=9.472e-6,kiR1r=0.9790000000000002,Kmgneslow=681345.0,knfpBR1=7.62e-14,knfpiBr=16.32,knfpiR1r=0.03306,knfpSOS=5.4879999999999996e-5,kpERK=8.177999999999999e-6,kpMEK=0.000636,kpR1=15343.0,kR1f=0.00010426499999999998,kR1r=417.68,kRgneslow=24.149999999999995,kRhydro=2.69645,kSoff=76.3,kSon=29.715000000000003,kSOSf=0.00010212,kSOSr=0.6684999999999999
kBf=5151.45,kBr=0.030274999999999993,kcatE=30.968999999999998,kdEf=1.3706,kdEr=100.31999999999998,kdp=290.08000000000004,kdpERK=1.79075,kdpMEK=3.2448500000000005,kdpR1=36.53,kdpSOS=0.055670000000000004,kdR1f=6.09375,kdR1r=29.474999999999998,kEf=109375.0,kEr=118.8,kfpBr=9.576,kfpR1r=0.03914,kG2f=2.6732,kG2r=1332.0,kG2SOSf=1.1655,kG2SOSr=535.99,kiBf=1.1060000000000002e-13,kiBr=9.984000000000002,kiR1f=2.96e-7,kiR1r=1.3640000000000003,Kmgneslow=263165.0,knfpBR1=8.001000000000001e-13,knfpiBr=32.13,knfpiR1r=0.07395,knfpSOS=3.3712e-5,kpERK=1.8559999999999999e-6,kpMEK=0.00043725,kpR1=4465.5,kR1f=0.00011253999999999998,kR1r=553.88,kRgneslow=31.049999999999997,kRhydro=2.2763999999999998,kSoff=78.044,kSon=22.64,kSOSf=0.00020699999999999996,kSOSr=15.9485
kBf=2674.25,kBr=0.09168999999999998,kcatE=31.635,kdEf=8.0278,kdEr=59.28,kdp=93.24000000000001,kdpERK=2.73325,kdpMEK=1.6863000000000001,kdpR1=243.065,kdpSOS=0.004395,kdR1f=2.535,kdR1r=52.4,kEf=30625.0,kEr=52.92,kfpBr=7.980000000000001,kfpR1r=0.27604,kG2f=3.749,kG2r=19147.5,kG2SOSf=0.53095,kG2SOSr=35.34,kiBf=1.5721000000000001e-12,kiBr=7.878,kiR1f=1.85e-6,kiR1r=0.05500000000000001,Kmgneslow=717395.0,knfpBR1=9.906e-13,knfpiBr=28.05,knfpiR1r=0.08874,knfpSOS=4.312e-5,kpERK=3.5959999999999995e-6,kpMEK=0.00127995,kpR1=17633.0,kR1f=0.00031444999999999997,kR1r=812.66,kRgneslow=2.875,kRhydro=0.7588,kSoff=17.004,kSon=83.485,kSOSf=6.9e-5,kSOSr=6.302999999999999
kBf=3152.8,kBr=0.04324999999999999,kcatE=39.626999999999995,kdEf=7.8809499999999995,kdEr=118.55999999999999,kdp=450.66,kdpERK=1.0744500000000001,kdpMEK=1.86515,kdpR1=233.23,kdpSOS=0.015528999999999998,kdR1f=3.51,kdR1r=104.145,kEf=73750.0,kEr=176.04,kfpBr=25.270000000000003,kfpR1r=0.32754,kG2f=1.2714,kG2r=28471.5,kG2SOSf=0.8547,kG2SOSr=8.835,kiBf=7.900000000000001e-13,kiBr=11.076000000000002,kiR1f=3.1820000000000006e-6,kiR1r=1.9360000000000004,Kmgneslow=522725.0,knfpBR1=1.9812e-12,knfpiBr=47.43000000000001,knfpiR1r=0.14703,knfpSOS=3.528e-6,kpERK=6.902e-6,kpMEK=0.0014468999999999999,kpR1=12709.5,kR1f=0.00018701499999999998,kR1r=594.74,kRgneslow=53.1875,kRhydro=0.33875,kSoff=6.540000000000001,kSon=166.97000000000003,kSOSf=0.00048852,kSOSr=14.993500000000001
kBf=5010.7,kBr=0.021625,kcatE=59.94,kdEf=6.90195,kdEr=67.63999999999999,kdp=473.9700000000001,kdpERK=0.54665,kdpMEK=1.7374,kdpR1=164.385,kdpSOS=0.002051,kdR1f=1.6575,kdR1r=14.410000000000002,kEf=120625.0,kEr=143.64000000000001,kfpBr=26.866000000000003,kfpR1r=0.30488000000000004,kG2f=2.7058,kG2r=25641.0,kG2SOSf=2.2533,kG2SOSr=447.64,kiBf=8.058000000000001e-13,kiBr=7.254,kiR1f=1.184e-6,kiR1r=2.024,Kmgneslow=104545.0,knfpBR1=2.0955e-12,knfpiBr=17.85,knfpiR1r=0.08178,knfpSOS=7.447999999999999e-6,kpERK=1.6239999999999998e-6,kpMEK=0.0002544,kpR1=8587.5,kR1f=5.9579999999999995e-5,kR1r=104.42,kRgneslow=19.8375,kRhydro=0.20325000000000004,kSoff=61.912,kSon=28.300000000000004,kSOSf=0.00038364000000000003,kSOSr=8.022
kBf=3575.05,kBr=0.020759999999999997,kcatE=63.26999999999999,kdEf=2.0559,kdEr=150.48,kdp=199.43000000000004,kdpERK=2.4882,kdpMEK=0.3832500000000001,kdpR1=171.41000000000003,kdpSOS=0.014064,kdR1f=4.485,kdR1r=87.77,kEf=15625.0,kEr=74.52,kfpBr=17.822000000000003,kfpR1r=0.20394,kG2f=6.324400000000001,kG2r=31968.0,kG2SOSf=1.85185,kG2SOSr=350.455,kiBf=1.422e-12,kiBr=14.508000000000003,kiR1f=8.140000000000001e-7,kiR1r=0.3520000000000001,Kmgneslow=43260.0,knfpBR1=1.20015e-12,knfpiBr=49.470000000000006,knfpiR1r=0.07743000000000001,knfpSOS=9.407999999999999e-6,kpERK=1.0439999999999999e-6,kpMEK=0.00048495,kpR1=20037.5,kR1f=8.109499999999998e-5,kR1r=885.3000000000001,kRgneslow=44.5625,kRhydro=0.4336,kSoff=27.904,kSon=175.46000000000004,kSOSf=0.00030084,kSOSr=15.5665
kBf=1998.6499999999999,kBr=0.09687999999999998,kcatE=52.281,kdEf=9.692099999999998,kdEr=49.4,kdp=463.61000000000007,kdpERK=2.5259,kdpMEK=4.77785,kdpR1=59.010000000000005,kdpSOS=0.012013,kdR1f=8.82375,kdR1r=56.33,kEf=16250.0,kEr=5.4,kfpBr=25.802000000000003,kfpR1r=0.23484000000000002,kG2f=2.0538000000000003,kG2r=30469.5,kG2SOSf=0.44029999999999997,kG2SOSr=471.2,kiBf=1.0586000000000002e-12,kiBr=6.786,kiR1f=6.438000000000001e-6,kiR1r=0.9680000000000001,Kmgneslow=432600.0,knfpBR1=2.34315e-12,knfpiBr=55.59,knfpiR1r=0.14615999999999998,knfpSOS=7.2128e-5,kpERK=5.394e-6,kpMEK=0.00032595,kpR1=15114.0,kR1f=7.778499999999999e-5,kR1r=617.44,kRgneslow=50.025000000000006,kRhydro=2.20865,kSoff=20.492,kSon=227.81500000000005,kSOSf=0.00035604,kSOSr=18.813499999999998
kBf=4109.9,kBr=0.06054999999999999,kcatE=16.983,kdEf=8.1257,kdEr=95.76,kdp=202.02000000000004,kdpERK=0.05655,kdpMEK=3.44925,kdpR1=113.80499999999999,kdpSOS=0.019045,kdR1f=8.0925,kdR1r=83.84,kEf=18750.0,kEr=124.2,kfpBr=48.67800000000001,kfpR1r=0.13802,kG2f=3.6186000000000003,kG2r=21312.0,kG2SOSf=0.11655,kG2SOSr=435.85999999999996,kiBf=4.187e-13,kiBr=6.474,kiR1f=4.292000000000001e-6,kiR1r=1.5730000000000004,Kmgneslow=205485.0,knfpBR1=3.81e-12,knfpiBr=83.64,knfpiR1r=0.03567,knfpSOS=6.899199999999999e-5,kpERK=3.3059999999999993e-6,kpMEK=0.00040545,kpR1=22785.5,kR1f=7.612999999999998e-5,kR1r=90.8,kRgneslow=8.049999999999999,kRhydro=1.4634,kSoff=84.58400000000002,kSon=208.00500000000002,kSOSf=0.00040572000000000004,kSOSr=9.359
kBf=1632.7,kBr=0.173,kcatE=22.311,kdEf=8.713099999999999,kdEr=7.6,kdp=461.02000000000004,kdpERK=1.30065,kdpMEK=0.2044,kdpR1=99.75500000000001,kdpSOS=0.032816,kdR1f=8.969999999999999,kdR1r=115.28000000000002,kEf=28750.0,kEr=113.4,kfpBr=5.852,kfpR1r=0.28634000000000004,kG2f=3.0318,kG2r=27139.5,kG2SOSf=1.1914,kG2SOSr=329.84,kiBf=2.291e-13,kiBr=4.29,kiR1f=6.1420000000000015e-6,kiR1r=0.4730000000000001,Kmgneslow=558775.0,knfpBR1=1.73355e-12,knfpiBr=44.88000000000001,knfpiR1r=0.05742,knfpSOS=7.0168e-5,kpERK=4.871999999999999e-6,kpMEK=0.0014627999999999998,kpR1=6297.5,kR1f=0.00012246999999999998,kR1r=145.28,kRgneslow=45.425,kRhydro=2.2493,kSoff=55.372,kSon=240.55000000000004,kSOSf=0.0005271599999999999,kSOSr=12.8925
